neighbourhood,name,href,rating,category
Alexandra,Pontian Wanton Noodles,https://s3-media0.fl.yelpcdn.com/bphoto/TmaPf7nWd65yqv-CyaEBDQ/348s.jpg,4.5 star rating,['Chinese']
Alexandra,G7 Liang Kee Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/gRHd2ilPx0wKBvlp5Rtpng/348s.jpg,4 star rating,['Singaporean']
Alexandra,Prata Prata,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Indian']
Alexandra,Candlenut,https://s3-media0.fl.yelpcdn.com/bphoto/N1JIjyLDVS6puaTR51ug3Q/348s.jpg,3.5 star rating,"['Asian Fusion', 'Singaporean', 'Chinese']"
Alexandra,Gaufre Menn,https://s3-media0.fl.yelpcdn.com/bphoto/jEzThNPm3RPwLcEciTayxQ/348s.jpg,4 star rating,['Belgian']
Alexandra,Mei Kang Handmade Noodles,https://s3-media0.fl.yelpcdn.com/bphoto/t77L6fHRzxeR7lALmFmZ5w/348s.jpg,5 star rating,['Cantonese']
Alexandra,Master Prata,https://s3-media0.fl.yelpcdn.com/bphoto/7mSqhRS2ayWKu-YtHi_HCw/348s.jpg,,['Indian']
Alexandra,Ya Kun Kaya Toast,https://s3-media0.fl.yelpcdn.com/bphoto/qhQflyLe9ybEgS1HkS_Rjg/348s.jpg,4 star rating,"['Diners', 'Breakfast & Brunch', 'Imported Food']"
Alexandra,Jim Thompson,https://s3-media0.fl.yelpcdn.com/bphoto/pom9RT4To-3A5N3XExfZYQ/348s.jpg,3.5 star rating,"['Wine Bars', 'Thai']"
Alexandra,Arkadas Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/27XcF-AfQPyOx2hBRzTwYw/348s.jpg,4 star rating,['Turkish']
Alexandra,Farm & Fables,https://s3-media0.fl.yelpcdn.com/bphoto/8l32-paoD1kk78Yojqm7jA/348s.jpg,4 star rating,['Italian']
Alexandra,Onaka,https://s3-media0.fl.yelpcdn.com/bphoto/fjMwA45ltnqXptH-EV9piQ/348s.jpg,,['Salad']
Alexandra,Bistroquet Pizza and Grill,https://s3-media0.fl.yelpcdn.com/bphoto/0N0ybsZc9Sq26o2_Mug4TA/348s.jpg,,['Pizza']
Alexandra,Hong Kong Yummy Soup,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Soup']
Alexandra,Farm & Fables,https://s3-media0.fl.yelpcdn.com/bphoto/8l32-paoD1kk78Yojqm7jA/348s.jpg,4 star rating,['Italian']
Alexandra,Hong Kong Yummy Soup,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Soup']
Alexandra,Bistroquet Pizza and Grill,https://s3-media0.fl.yelpcdn.com/bphoto/0N0ybsZc9Sq26o2_Mug4TA/348s.jpg,,['Pizza']
Alexandra,PeraMakan,https://s3-media0.fl.yelpcdn.com/bphoto/xmkkaraB0SyaTiJPaWIQtQ/348s.jpg,3.5 star rating,['Malaysian']
Alexandra,Rochester Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/8D0huUinxXCWPE9qSUU66A/348s.jpg,4 star rating,['Cafes']
Alexandra,Platypus Food Bar - NUS,https://s3-media0.fl.yelpcdn.com/bphoto/BZqcQKzQFRlfrbycF-fESA/348s.jpg,4 star rating,"['Salad', 'Mediterranean', 'Italian']"
Alexandra,Baker & Cook,https://s3-media0.fl.yelpcdn.com/bphoto/sGbrpmoZS87LZWAdphbT5A/348s.jpg,4 star rating,"['Cafes', 'Bakeries']"
Alexandra,Le Shrimp Ramen,https://s3-media0.fl.yelpcdn.com/bphoto/BvmazhABJWQZZsDVFUj9Yg/348s.jpg,3.5 star rating,['Ramen']
Alexandra,Wang,https://s3-media0.fl.yelpcdn.com/bphoto/rJTJWkN_v6Gc7viEbsJrNw/348s.jpg,4 star rating,['Singaporean']
Alexandra,Ye Shang Hai Teochew Porridge,https://s3-media0.fl.yelpcdn.com/bphoto/B97pwuyyCOkkFHomD9v9tg/348s.jpg,3.5 star rating,['Singaporean']
Alexandra,Bornga,https://s3-media0.fl.yelpcdn.com/bphoto/g5-ZAdAb_GDHzdlA2wR1Kw/348s.jpg,4 star rating,['Korean']
Alexandra,Hao Wei Lai,https://s3-media0.fl.yelpcdn.com/bphoto/o97dB1Q9w_7_9XIGWmxWbQ/348s.jpg,4 star rating,['Chinese']
Alexandra,Pasir Panjang Food Centre,https://s3-media0.fl.yelpcdn.com/bphoto/4o41J-aqsIH7vwvR1Pc2pg/348s.jpg,3.5 star rating,['Food Court']
Alexandra,6 stone jars,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Halal', 'Malaysian']"
Alexandra,Hansik Korean Family Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/Q61rTnmUN8vImO8QRel0Uw/348s.jpg,3 star rating,"['Korean', 'Buffets']"
Alexandra,Yummy Punjaby,https://s3-media0.fl.yelpcdn.com/bphoto/oQm7p1bXCNoekMYCHCO-TA/348s.jpg,3 star rating,['Indian']
Alexandra,Min Jiang At Dempsey,https://s3-media0.fl.yelpcdn.com/bphoto/IobsJFLVN9b7NYxyKuTqSA/348s.jpg,5 star rating,"['Szechuan', 'Cantonese']"
Alexandra,New Road Fishball Noodle,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,['Singaporean']
Alexandra,OSIA Bar & Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/Kz5ZGJkTA6Z3ZW1jNVFvvA/348s.jpg,3.5 star rating,['Modern European']
Alexandra,Daehwa Vegetarian,https://s3-media0.fl.yelpcdn.com/bphoto/DmLQRwWXBgiXUHA6YaunBg/348s.jpg,4.5 star rating,"['Korean', 'Vegetarian']"
Alexandra,Tuckshop,https://s3-media0.fl.yelpcdn.com/bphoto/6AsrfzHyNptDbf0Xrx5l9g/348s.jpg,4 star rating,"['Cafes', 'French']"
Alexandra,Tambuah Mas,https://s3-media0.fl.yelpcdn.com/bphoto/uXoROWqQ9g-F5iS7EXi72w/348s.jpg,4 star rating,['Indonesian']
Alexandra,LeNu Taiwan Beef Noodle Bar,https://s3-media0.fl.yelpcdn.com/bphoto/dcVnpPirtfL5J5Bip3KPwg/348s.jpg,4 star rating,['Taiwanese']
Alexandra,Slappy Cakes,https://s3-media0.fl.yelpcdn.com/bphoto/9mWWsz2ORPEelSGKFzUx1Q/348s.jpg,3.5 star rating,"['American (Traditional)', 'Breakfast & Brunch']"
Alexandra,Soon Li Yong Tau Foo,https://s3-media0.fl.yelpcdn.com/bphoto/DKC644_VWLCsf7AzTSaQyQ/348s.jpg,4.5 star rating,['Chinese']
Alexandra,Atmosphere Bistro And Bar,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png,,"['Bars', 'Bistros']"
Alexandra,Heng Huat Fried Kway Teow,https://s3-media0.fl.yelpcdn.com/bphoto/wete6TrxtTMU_8Wrzse-7w/348s.jpg,1 star rating,['Chinese']
Alexandra,Xin Wang Hong Kong Café,https://s3-media0.fl.yelpcdn.com/bphoto/VImFOgg_rKYulnBJcRvQWg/348s.jpg,3.5 star rating,['Chinese']
Alexandra,Morganfield’s,https://s3-media0.fl.yelpcdn.com/bphoto/zNF87EmmdFj6jGxU25sIvg/348s.jpg,4.5 star rating,"['American (Traditional)', 'Gastropubs', 'Diners']"
Alexandra,Porn’s,https://s3-media0.fl.yelpcdn.com/bphoto/Pf8At00xrShWcuIax4A0nQ/348s.jpg,3 star rating,['Thai']
Alexandra,Morganfield’s,https://s3-media0.fl.yelpcdn.com/bphoto/zNF87EmmdFj6jGxU25sIvg/348s.jpg,4.5 star rating,"['American (Traditional)', 'Gastropubs', 'Diners']"
Alexandra,Porn’s,https://s3-media0.fl.yelpcdn.com/bphoto/Pf8At00xrShWcuIax4A0nQ/348s.jpg,3 star rating,['Thai']
Alexandra,Swee Kee Wanton Noodles,https://s3-media0.fl.yelpcdn.com/bphoto/TACwyJeAKnARiqo41P-tqQ/348s.jpg,5 star rating,['Chinese']
Alexandra,Mac’s Cafe & Bar,https://s3-media0.fl.yelpcdn.com/bphoto/mcNUJzsUXSOGkXE55EHpqg/348s.jpg,4 star rating,"['Asian Fusion', 'Indian']"
Alexandra,The Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/sN2F0-iIRSJkSOcqA6gOlg/348s.jpg,4 star rating,['Cafes']
Alexandra,Hard Rock Cafe Sentosa,https://s3-media0.fl.yelpcdn.com/bphoto/8tE7U51vNLzodkbgjpLL5A/348s.jpg,3 star rating,['American (Traditional)']
Alexandra,Sala Thai Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/gwI4z1yoPEuAg2ZlJS5oRg/348s.jpg,4 star rating,['Thai']
Alexandra,No Signboard Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/YfikhfrRIgQ7dSeC7Ik6Hw/348s.jpg,3.5 star rating,['Seafood']
Alexandra,Forest,https://s3-media0.fl.yelpcdn.com/bphoto/MckdMsKw6_vveuAiG4iCyw/348s.jpg,3.5 star rating,['Chinese']
Alexandra,Mo’mor Izakaya,https://s3-media0.fl.yelpcdn.com/bphoto/JWmz9Yq5c-m0_JmEDWa7Og/348s.jpg,3.5 star rating,"['Japanese', 'Seafood']"
Alexandra,The Disgruntled Chef,https://s3-media0.fl.yelpcdn.com/bphoto/gy4t3i8DhJpXFpbGUoD2mA/348s.jpg,3 star rating,"['Breakfast & Brunch', 'Tapas/Small Plates']"
Alexandra,Forest,https://s3-media0.fl.yelpcdn.com/bphoto/MckdMsKw6_vveuAiG4iCyw/348s.jpg,3.5 star rating,['Chinese']
Alexandra,Chinese Noodle Bar by Blue Lotus,https://s3-media0.fl.yelpcdn.com/bphoto/AsHBBIZ4S7TLhJbM2JZhcA/348s.jpg,4 star rating,"['Noodles', 'Chinese']"
Alexandra,Mo’mor Izakaya,https://s3-media0.fl.yelpcdn.com/bphoto/JWmz9Yq5c-m0_JmEDWa7Og/348s.jpg,3.5 star rating,"['Japanese', 'Seafood']"
Alexandra,Ichiban Sushi,https://s3-media0.fl.yelpcdn.com/bphoto/mKQ8l58sWLRJ-AhikhDBcg/348s.jpg,2.5 star rating,"['Japanese', 'Sushi Bars']"
Alexandra,Ocean Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/YQQ_E8tm42zsCuOVkaYNow/348s.jpg,3 star rating,
Alexandra,Sushiro,https://s3-media0.fl.yelpcdn.com/bphoto/XQvFXnxFNWnGa7iVoRsYyw/348s.jpg,4 star rating,"['Conveyor Belt Sushi', 'Sushi Bars']"
Alexandra,Korean,https://s3-media0.fl.yelpcdn.com/bphoto/GviCNFLCqgfobAs6PddQ-A/348s.jpg,3 star rating,['Korean']
Alexandra,No Signboard Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/YfikhfrRIgQ7dSeC7Ik6Hw/348s.jpg,3.5 star rating,['Seafood']
Alexandra,Mt Faber Steakhouse & Brewery,https://s3-media0.fl.yelpcdn.com/bphoto/0HbhWnVONioOsxhqqgaJuA/348s.jpg,3 star rating,"['Sports Bars', 'Steakhouses', 'Breweries']"
Alexandra,2fifteen Kitchen,https://s3-media0.fl.yelpcdn.com/bphoto/1TSVnBdsUnYOGkPZZ1yMdg/348s.jpg,3.5 star rating,['Singaporean']
Alexandra,La Salsa,https://s3-media0.fl.yelpcdn.com/bphoto/jUSw_npuf0nCX7mLJk1RbQ/348s.jpg,3.5 star rating,['Mexican']
Alexandra,Quan Le Yan Seafood,https://s3-media0.fl.yelpcdn.com/bphoto/kwNbJhdJsI3tor2qyVNgow/348s.jpg,4.5 star rating,['Seafood']
Alexandra,The Disgruntled Chef,https://s3-media0.fl.yelpcdn.com/bphoto/gy4t3i8DhJpXFpbGUoD2mA/348s.jpg,3 star rating,"['Breakfast & Brunch', 'Tapas/Small Plates']"
Alexandra,Tung Lok Signatures,https://s3-media0.fl.yelpcdn.com/bphoto/OXt2AV4Uw6YW-8JatyuuRA/348s.jpg,3.5 star rating,['Cantonese']
Alexandra,Burger King,https://s3-media0.fl.yelpcdn.com/bphoto/XhcUSxHt65VTrhtAlZlztQ/348s.jpg,,['Burgers']
Alexandra,Fine Taste Eating House,https://s3-media0.fl.yelpcdn.com/bphoto/eXIIANhJr2M-OTga7fwPGA/348s.jpg,4 star rating,['Restaurants']
Alexandra,Komala’s Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/4EzbGSXL7Gx12gVms0HMnw/348s.jpg,1 star rating,['Indian']
Alexandra,Greenwitch,https://s3-media0.fl.yelpcdn.com/bphoto/3EDPHdspts0ruplTooCnaA/348s.jpg,5 star rating,"['Salad', 'Fast Food', 'Vegetarian']"
Alexandra,Rakuichi,https://s3-media0.fl.yelpcdn.com/bphoto/L5BtWq4TCIcfIHEaAT3EOA/348s.jpg,4 star rating,"['Japanese', 'Sushi Bars']"
Alexandra,Akashi Japanese Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/j0jy5ahEQEoLx1SpFCak7A/348s.jpg,3 star rating,['Japanese']
Alexandra,Viva Vox Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/22Xec_x4eH9Eb7B_MxR4yA/348s.jpg,3 star rating,['Italian']
Alexandra,Toast Box,https://s3-media0.fl.yelpcdn.com/bphoto/T-lkrz85HVVXksCIJHBqiQ/348s.jpg,5 star rating,['Cafes']
Alexandra,Prima Tower Revolving Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/bQs82MU58y9i0af-g5Fh1Q/348s.jpg,4 star rating,['Pekinese']
Alexandra,Jiu Zhuang,https://s3-media0.fl.yelpcdn.com/bphoto/RCsiKXp5HCsJTdA8jQ3l9A/348s.jpg,4 star rating,"['Lounges', 'Asian Fusion']"
Alexandra,Putien Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/2QUhswFrjnwtfWdXYhbmBg/348s.jpg,3 star rating,['Hakka']
Alexandra,TEN Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/I6qakBvwTg_-soVU-eEeIQ/348s.jpg,,"['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']"
Alexandra,Little Farms Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/idZ7CzGwkyHQ9SPclGeaXw/348s.jpg,3.5 star rating,['Cafes']
Alexandra,Tete-a-Tete Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/xaNXM22oZUzUp61n_o3Sjw/348s.jpg,5 star rating,"['Desserts', 'Modern European', 'Sandwiches']"
Alexandra,Thyme @Rochester,https://s3-media0.fl.yelpcdn.com/bphoto/kw1CRC7zMRyn7ZM7FSl2QQ/348s.jpg,3 star rating,['Modern European']
